Station,Data Acquisition Time,Latitude,Longitude,Groundwater Level Telemetry 6 Hourly (meter),RL_MSL,time_diff,Year,Month,Day,Hour,DayOfWeek,WeekOfYear,Quarter,IsWeekend,Lag_1,Lag_4,Lag_28,RollingMean_4,RollingStd_4,Hour_sin,Hour_cos,Month_sin,Month_cos,Station_ID
Adakamaranahalli,2021-10-06 00:00:00,13.07,77.45,-22.5,849.0,1 days 06:00:00,2021,10,6,0,2,40,4,0,-22.71,-22.34,-22.51,-22.8625,0.4192354151706821,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-06 06:00:00,13.07,77.45,-22.83,849.0,0 days 06:00:00,2021,10,6,6,2,40,4,0,-22.5,-23.16,-22.87,-22.9025,0.3555629339512219,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-06 12:00:00,13.07,77.45,-22.88,849.0,0 days 06:00:00,2021,10,6,12,2,40,4,0,-22.83,-23.24,-23.23,-22.82,0.3114482300479491,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-06 18:00:00,13.07,77.45,-22.52,849.0,0 days 06:00:00,2021,10,6,18,2,40,4,0,-22.88,-22.71,-22.66,-22.73,0.16911534525287722,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-07 00:00:00,13.07,77.45,-22.35,849.0,0 days 06:00:00,2021,10,7,0,3,40,4,0,-22.52,-22.5,-22.46,-22.682499999999997,0.20039544239660953,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-07 06:00:00,13.07,77.45,-22.98,849.0,0 days 06:00:00,2021,10,7,6,3,40,4,0,-22.35,-22.83,-23.42,-22.645,0.25304808502206066,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-07 12:00:00,13.07,77.45,-23.29,849.0,0 days 06:00:00,2021,10,7,12,3,40,4,0,-22.98,-22.88,-22.74,-22.682499999999997,0.29691469032928053,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-07 18:00:00,13.07,77.45,-22.61,849.0,0 days 06:00:00,2021,10,7,18,3,40,4,0,-23.29,-22.52,-22.53,-22.785,0.429146439652791,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-08 00:00:00,13.07,77.45,-22.38,849.0,0 days 06:00:00,2021,10,8,0,4,40,4,0,-22.61,-22.35,-22.38,-22.8075,0.412664108769671,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-08 06:00:00,13.07,77.45,-22.89,849.0,0 days 06:00:00,2021,10,8,6,4,40,4,0,-22.38,-22.98,-22.91,-22.814999999999998,0.40170470082719695,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-08 12:00:00,13.07,77.45,-23.15,849.0,0 days 06:00:00,2021,10,8,12,4,40,4,0,-22.89,-23.29,-22.55,-22.7925,0.3917801254105008,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-08 18:00:00,13.07,77.45,-22.58,849.0,0 days 06:00:00,2021,10,8,18,4,40,4,0,-23.15,-22.61,-22.39,-22.7575,0.33460175333272535,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-12 00:00:00,13.07,77.45,-21.93,849.0,3 days 06:00:00,2021,10,12,0,1,41,4,0,-22.58,-22.38,-22.6,-22.75,0.3393130314817485,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-12 06:00:00,13.07,77.45,-22.2,849.0,0 days 06:00:00,2021,10,12,6,1,41,4,0,-21.93,-22.89,-23.01,-22.6375,0.5260782578032783,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-12 12:00:00,13.07,77.45,-22.78,849.0,0 days 06:00:00,2021,10,12,12,1,41,4,0,-22.2,-23.15,-23.31,-22.465,0.528803681278157,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-12 18:00:00,13.07,77.45,-22.09,849.0,0 days 06:00:00,2021,10,12,18,1,41,4,0,-22.78,-22.58,-22.66,-22.3725,0.38064638007823526,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-14 00:00:00,13.07,77.45,-21.73,849.0,1 days 06:00:00,2021,10,14,0,3,41,4,0,-22.09,-21.93,-22.81,-22.25,0.37031518107327155,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-14 06:00:00,13.07,77.45,-22.5,849.0,0 days 06:00:00,2021,10,14,6,3,41,4,0,-21.73,-22.2,-22.62,-22.200000000000003,0.4356604182158344,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-14 12:00:00,13.07,77.45,-22.75,849.0,0 days 06:00:00,2021,10,14,12,3,41,4,0,-22.5,-22.78,-22.98,-22.275,0.4607602413403268,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-14 18:00:00,13.07,77.45,-22.07,849.0,0 days 06:00:00,2021,10,14,18,3,41,4,0,-22.75,-22.09,-22.59,-22.2675,0.4499166589491833,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-15 00:00:00,13.07,77.45,-21.78,849.0,0 days 06:00:00,2021,10,15,0,4,41,4,0,-22.07,-21.73,-22.38,-22.2625,0.45264960694411566,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-15 06:00:00,13.07,77.45,-22.42,849.0,0 days 06:00:00,2021,10,15,6,4,41,4,0,-21.78,-22.5,-22.99,-22.275,0.43332051263084925,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-15 12:00:00,13.07,77.45,-21.85,849.0,0 days 06:00:00,2021,10,15,12,4,41,4,0,-22.42,-22.75,-22.82,-22.255,0.42114922137724786,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-15 18:00:00,13.07,77.45,-21.63,849.0,0 days 06:00:00,2021,10,15,18,4,41,4,0,-21.85,-22.07,-22.56,-22.03,0.2878657094317797,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-16 00:00:00,13.07,77.45,-21.48,849.0,0 days 06:00:00,2021,10,16,0,5,41,4,1,-21.63,-21.78,-22.34,-21.92,0.3457359300583745,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-16 06:00:00,13.07,77.45,-22.34,849.0,0 days 06:00:00,2021,10,16,6,5,41,4,1,-21.48,-22.42,-23.16,-21.845,0.4123509831846283,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-16 12:00:00,13.07,77.45,-21.7,849.0,0 days 06:00:00,2021,10,16,12,5,41,4,1,-22.34,-21.85,-23.24,-21.825,0.3754552791833698,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-16 18:00:00,13.07,77.45,-21.48,849.0,0 days 06:00:00,2021,10,16,18,5,41,4,1,-21.7,-21.63,-22.71,-21.787499999999998,0.37959408144314155,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-21 00:00:00,13.07,77.45,-20.91,849.0,4 days 06:00:00,2021,10,21,0,3,42,4,0,-21.48,-21.48,-22.5,-21.75,0.4067759416025764,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-21 06:00:00,13.07,77.45,-20.88,849.0,0 days 06:00:00,2021,10,21,6,3,42,4,0,-20.91,-22.34,-22.83,-21.6075,0.5910090241837794,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-21 12:00:00,13.07,77.45,-21.32,849.0,0 days 06:00:00,2021,10,21,12,3,42,4,0,-20.88,-21.7,-22.88,-21.2425,0.411369663441532,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-21 18:00:00,13.07,77.45,-20.93,849.0,0 days 06:00:00,2021,10,21,18,3,42,4,0,-21.32,-21.48,-22.52,-21.1475,0.29904013108611444,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-22 00:00:00,13.07,77.45,-20.77,849.0,0 days 06:00:00,2021,10,22,0,4,42,4,0,-20.93,-20.91,-22.35,-21.009999999999998,0.20768565991260504,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-22 06:00:00,13.07,77.45,-20.67,849.0,0 days 06:00:00,2021,10,22,6,4,42,4,0,-20.77,-20.88,-22.98,-20.975,0.23951339558919835,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-22 12:00:00,13.07,77.45,-21.44,849.0,0 days 06:00:00,2021,10,22,12,4,42,4,0,-20.67,-21.32,-23.29,-20.9225,0.2858175408659646,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-22 18:00:00,13.07,77.45,-20.97,849.0,0 days 06:00:00,2021,10,22,18,4,42,4,0,-21.44,-20.93,-22.61,-20.9525,0.34218659626973635,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-25 00:00:00,13.07,77.45,-20.66,849.0,2 days 06:00:00,2021,10,25,0,0,43,4,0,-20.97,-20.77,-22.38,-20.962500000000002,0.34189423315795714,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-25 06:00:00,13.07,77.45,-21.34,849.0,0 days 06:00:00,2021,10,25,6,0,43,4,0,-20.66,-20.67,-22.89,-20.935000000000002,0.3661056313870821,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-25 12:00:00,13.07,77.45,-21.38,849.0,0 days 06:00:00,2021,10,25,12,0,43,4,0,-21.34,-21.44,-23.15,-21.1025,0.3576194439158314,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-25 18:00:00,13.07,77.45,-20.73,849.0,0 days 06:00:00,2021,10,25,18,0,43,4,0,-21.38,-20.97,-22.58,-21.0875,0.33954626587059966,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-26 00:00:00,13.07,77.45,-20.55,849.0,0 days 06:00:00,2021,10,26,0,1,43,4,0,-20.73,-20.66,-21.93,-21.0275,0.3853461647229251,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-26 06:00:00,13.07,77.45,-21.11,849.0,0 days 06:00:00,2021,10,26,6,1,43,4,0,-20.55,-21.34,-22.2,-21.0,0.42245315322135724,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-26 12:00:00,13.07,77.45,-21.44,849.0,0 days 06:00:00,2021,10,26,12,1,43,4,0,-21.11,-21.38,-22.78,-20.9425,0.3735750705458465,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-26 18:00:00,13.07,77.45,-20.84,849.0,0 days 06:00:00,2021,10,26,18,1,43,4,0,-21.44,-20.73,-22.09,-20.9575,0.39743972289308843,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-27 00:00:00,13.07,77.45,-20.6,849.0,0 days 06:00:00,2021,10,27,0,2,43,4,0,-20.84,-20.55,-21.73,-20.985,0.37986839826445384,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-27 06:00:00,13.07,77.45,-20.81,849.0,0 days 06:00:00,2021,10,27,6,2,43,4,0,-20.6,-21.11,-22.5,-20.997500000000002,0.361144015594889,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-27 12:00:00,13.07,77.45,-21.28,849.0,0 days 06:00:00,2021,10,27,12,2,43,4,0,-20.81,-21.44,-22.75,-20.9225,0.36114401559488885,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-27 18:00:00,13.07,77.45,-20.8,849.0,0 days 06:00:00,2021,10,27,18,2,43,4,0,-21.28,-20.84,-22.07,-20.8825,0.2857008925432348,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-28 00:00:00,13.07,77.45,-20.53,849.0,0 days 06:00:00,2021,10,28,0,3,43,4,0,-20.8,-20.6,-21.78,-20.872500000000002,0.28837186640401374,0.0,1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-28 06:00:00,13.07,77.45,-21.05,849.0,0 days 06:00:00,2021,10,28,6,3,43,4,0,-20.53,-20.81,-22.42,-20.855,0.311608729017659,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-28 12:00:00,13.07,77.45,-21.23,849.0,0 days 06:00:00,2021,10,28,12,3,43,4,0,-21.05,-21.28,-21.85,-20.915,0.3229551052391042,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-10-28 18:00:00,13.07,77.45,-20.76,849.0,0 days 06:00:00,2021,10,28,18,3,43,4,0,-21.23,-20.8,-21.63,-20.9025,0.3045625277891781,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0
Adakamaranahalli,2021-11-01 00:00:00,13.07,77.45,-20.79,849.0,3 days 06:00:00,2021,11,1,0,0,44,4,0,-20.76,-20.53,-21.48,-20.892500000000002,0.30966379618332396,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-01 06:00:00,13.07,77.45,-21.3,849.0,0 days 06:00:00,2021,11,1,6,0,44,4,0,-20.79,-21.05,-22.34,-20.9575,0.22351360883251406,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-01 12:00:00,13.07,77.45,-20.9,849.0,0 days 06:00:00,2021,11,1,12,0,44,4,0,-21.3,-21.23,-21.7,-21.020000000000003,0.28460498941515494,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-01 18:00:00,13.07,77.45,-20.42,849.0,0 days 06:00:00,2021,11,1,18,0,44,4,0,-20.9,-20.76,-21.48,-20.9375,0.2490481881082473,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-02 00:00:00,13.07,77.45,-20.24,849.0,0 days 06:00:00,2021,11,2,0,1,44,4,0,-20.42,-20.79,-20.91,-20.8525,0.3621578845384064,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-02 06:00:00,13.07,77.45,-20.57,849.0,0 days 06:00:00,2021,11,2,6,1,44,4,0,-20.24,-21.3,-20.88,-20.715,0.47927027865287025,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-02 12:00:00,13.07,77.45,-21.23,849.0,0 days 06:00:00,2021,11,2,12,1,44,4,0,-20.57,-20.9,-21.32,-20.5325,0.27968732541893615,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-02 18:00:00,13.07,77.45,-20.51,849.0,0 days 06:00:00,2021,11,2,18,1,44,4,0,-21.23,-20.42,-20.93,-20.615000000000002,0.4316248370981421,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-03 00:00:00,13.07,77.45,-20.29,849.0,0 days 06:00:00,2021,11,3,0,2,44,4,0,-20.51,-20.24,-20.77,-20.6375,0.4202677717836543,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-03 06:00:00,13.07,77.45,-20.23,849.0,0 days 06:00:00,2021,11,3,6,2,44,4,0,-20.29,-20.57,-20.67,-20.650000000000002,0.4049691346263284,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-03 12:00:00,13.07,77.45,-21.16,849.0,0 days 06:00:00,2021,11,3,12,2,44,4,0,-20.23,-21.23,-21.44,-20.564999999999998,0.45938364504336776,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-03 18:00:00,13.07,77.45,-20.57,849.0,0 days 06:00:00,2021,11,3,18,2,44,4,0,-21.16,-20.51,-20.97,-20.5475,0.42570529712466343,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-04 00:00:00,13.07,77.45,-20.37,849.0,0 days 06:00:00,2021,11,4,0,3,44,4,0,-20.57,-20.29,-20.66,-20.5625,0.4249999999999977,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-04 06:00:00,13.07,77.45,-20.59,849.0,0 days 06:00:00,2021,11,4,6,3,44,4,0,-20.37,-20.23,-21.34,-20.582500000000003,0.40950172974807364,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-04 12:00:00,13.07,77.45,-21.12,849.0,0 days 06:00:00,2021,11,4,12,3,44,4,0,-20.59,-21.16,-21.38,-20.6725,0.33984064893220844,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-04 18:00:00,13.07,77.45,-20.4,849.0,0 days 06:00:00,2021,11,4,18,3,44,4,0,-21.12,-20.57,-20.73,-20.6625,0.32076730922378166,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-05 00:00:00,13.07,77.45,-20.22,849.0,0 days 06:00:00,2021,11,5,0,4,44,4,0,-20.4,-20.37,-20.55,-20.619999999999997,0.3472751070837046,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-05 06:00:00,13.07,77.45,-20.59,849.0,0 days 06:00:00,2021,11,5,6,4,44,4,0,-20.22,-20.59,-21.11,-20.5825,0.38887658710701334,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-05 12:00:00,13.07,77.45,-21.11,849.0,0 days 06:00:00,2021,11,5,12,4,44,4,0,-20.59,-21.12,-21.44,-20.5825,0.38887658710701334,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-05 18:00:00,13.07,77.45,-20.36,849.0,0 days 06:00:00,2021,11,5,18,4,44,4,0,-21.11,-20.4,-20.84,-20.58,0.38427420765211917,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-06 00:00:00,13.07,77.45,-20.18,849.0,0 days 06:00:00,2021,11,6,0,5,44,4,1,-20.36,-20.22,-20.6,-20.57,0.3909816704996076,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-06 06:00:00,13.07,77.45,-20.96,849.0,0 days 06:00:00,2021,11,6,6,5,44,4,1,-20.18,-20.59,-20.81,-20.56,0.40323690307311544,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-06 12:00:00,13.07,77.45,-20.54,849.0,0 days 06:00:00,2021,11,6,12,5,44,4,1,-20.96,-21.11,-21.28,-20.6525,0.4519126021699307,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-06 18:00:00,13.07,77.45,-20.28,849.0,0 days 06:00:00,2021,11,6,18,5,44,4,1,-20.54,-20.36,-20.8,-20.509999999999998,0.3340658617697968,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-07 00:00:00,13.07,77.45,-20.13,849.0,0 days 06:00:00,2021,11,7,0,6,44,4,1,-20.28,-20.18,-20.53,-20.49,0.34813790371057945,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-07 06:00:00,13.07,77.45,-20.43,849.0,0 days 06:00:00,2021,11,7,6,6,44,4,1,-20.13,-20.96,-21.05,-20.4775,0.36353587626715783,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-07 12:00:00,13.07,77.45,-20.7,849.0,0 days 06:00:00,2021,11,7,12,6,44,4,1,-20.43,-20.54,-21.23,-20.345,0.17860571099490752,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-07 18:00:00,13.07,77.45,-20.16,849.0,0 days 06:00:00,2021,11,7,18,6,44,4,1,-20.7,-20.28,-20.76,-20.385,0.2431049156228575,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-09 00:00:00,13.07,77.45,-20.13,849.0,1 days 06:00:00,2021,11,9,0,1,45,4,0,-20.16,-20.13,-20.79,-20.355,0.2666458325194611,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-09 06:00:00,13.07,77.45,-20.69,849.0,0 days 06:00:00,2021,11,9,6,1,45,4,0,-20.13,-20.43,-21.3,-20.355,0.2666458325194611,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-09 12:00:00,13.07,77.45,-20.79,849.0,0 days 06:00:00,2021,11,9,12,1,45,4,0,-20.69,-20.7,-20.9,-20.42,0.3178049716414104,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-09 18:00:00,13.07,77.45,-20.35,849.0,0 days 06:00:00,2021,11,9,18,1,45,4,0,-20.79,-20.16,-20.42,-20.4425,0.34615747861341634,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-10 00:00:00,13.07,77.45,-20.12,849.0,0 days 06:00:00,2021,11,10,0,2,45,4,0,-20.35,-20.13,-20.24,-20.490000000000002,0.3050682983639316,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-10 06:00:00,13.07,77.45,-20.56,849.0,0 days 06:00:00,2021,11,10,6,2,45,4,0,-20.12,-20.69,-20.57,-20.4875,0.30901725949639774,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-10 12:00:00,13.07,77.45,-20.2,849.0,0 days 06:00:00,2021,11,10,12,2,45,4,0,-20.56,-20.79,-21.23,-20.455,0.2866472861665766,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-10 18:00:00,13.07,77.45,-20.05,849.0,0 days 06:00:00,2021,11,10,18,2,45,4,0,-20.2,-20.35,-20.51,-20.3075,0.19345542122151443,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-11 00:00:00,13.07,77.45,-19.92,849.0,0 days 06:00:00,2021,11,11,0,3,45,4,0,-20.05,-20.12,-20.29,-20.2325,0.22677080940895178,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-11 06:00:00,13.07,77.45,-20.52,849.0,0 days 06:00:00,2021,11,11,6,3,45,4,0,-19.92,-20.56,-20.23,-20.182499999999997,0.2764507189355619,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-11 12:00:00,13.07,77.45,-20.09,849.0,0 days 06:00:00,2021,11,11,12,3,45,4,0,-20.52,-20.2,-21.16,-20.1725,0.25837634050609587,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-11 18:00:00,13.07,77.45,-19.95,849.0,0 days 06:00:00,2021,11,11,18,3,45,4,0,-20.09,-20.05,-20.57,-20.145,0.26032031550890256,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-13 00:00:00,13.07,77.45,-19.95,849.0,1 days 06:00:00,2021,11,13,0,5,45,4,1,-19.95,-19.92,-20.37,-20.12,0.2767670500619382,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-13 06:00:00,13.07,77.45,-19.97,849.0,0 days 06:00:00,2021,11,13,6,5,45,4,1,-19.95,-20.52,-20.59,-20.127499999999998,0.26986107537025045,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-13 12:00:00,13.07,77.45,-20.72,849.0,0 days 06:00:00,2021,11,13,12,5,45,4,1,-19.97,-20.09,-21.12,-19.990000000000002,0.06733003292230164,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-13 18:00:00,13.07,77.45,-20.05,849.0,0 days 06:00:00,2021,11,13,18,5,45,4,1,-20.72,-19.95,-20.4,-20.1475,0.3817830972336525,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-14 00:00:00,13.07,77.45,-19.86,849.0,0 days 06:00:00,2021,11,14,0,6,45,4,1,-20.05,-19.95,-20.22,-20.1725,0.367548182782413,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-14 06:00:00,13.07,77.45,-20.52,849.0,0 days 06:00:00,2021,11,14,6,6,45,4,1,-19.86,-19.97,-20.59,-20.15,0.3879003308411241,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-14 12:00:00,13.07,77.45,-19.97,849.0,0 days 06:00:00,2021,11,14,12,6,45,4,1,-20.52,-20.72,-21.11,-20.2875,0.4001145669263441,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-14 18:00:00,13.07,77.45,-19.84,849.0,0 days 06:00:00,2021,11,14,18,6,45,4,1,-19.97,-20.05,-20.36,-20.1,0.2906314963431421,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-15 00:00:00,13.07,77.45,-19.73,849.0,0 days 06:00:00,2021,11,15,0,0,46,4,0,-19.84,-19.86,-20.18,-20.0475,0.32014319712693146,0.0,1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-15 06:00:00,13.07,77.45,-20.24,849.0,0 days 06:00:00,2021,11,15,6,0,46,4,0,-19.73,-20.52,-20.96,-20.015,0.35066603295251303,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-15 12:00:00,13.07,77.45,-20.02,849.0,0 days 06:00:00,2021,11,15,12,0,46,4,0,-20.24,-19.97,-20.54,-19.945,0.21977260975832646,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0
Adakamaranahalli,2021-11-15 18:00:00,13.07,77.45,-19.8,849.0,0 days 06:00:00,2021,11,15,18,0,46,4,0,-20.02,-19.84,-20.28,-19.9575,0.22306576010970197,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0
